break_id,account_id,break_text
BRKef868354,B004059,"Settlement fail on PEP; reason: SSI rejected, requires updated BIC/SWIFT."
BRK8f6d1e6e,B004092,"Settlement fail on VNQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK33504b72,B003513,Corporate action cash dividend missing for SHEL; record date 2025-09-05.
BRKcac1170e,B003808,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK65d99673,B003323,Duplicate booking suspected for AAPL; two fills with same timestamp.
BRK2cabdba0,B003325,Instrument mapping issue: ISIN/SEDOL mismatch for JNJ; refer static data.
BRKa46a03ab,B003917,FX mismatch between custodian and OMS for T on 2025-06-02; expected 328 got 796.
BRKb9461a0d,B004267,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK98009299,B004450,Price variance over tolerance for INTC; OMS 410.97 vs custodian 400.9.
BRK5fc62d4e,B004435,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK039070ce,B003081,Duplicate booking suspected for AMD; two fills with same timestamp.
BRKb426a401,B004409,"Settlement fail on AMZN; reason: SSI rejected, requires updated BIC/SWIFT."
BRKd09cea11,B003758,FX mismatch between custodian and OMS for TXN on 2025-08-21; expected 714 got 694.
BRK31719eaf,B004463,Corporate action cash dividend missing for AMAT; record date 2025-05-05.
BRK7408ddc5,B003281,Corporate action cash dividend missing for CSCO; record date 2025-06-30.
BRK60812674,B003132,"Settlement fail on CRM; reason: SSI rejected, requires updated BIC/SWIFT."
BRK38d3fbff,B003889,Duplicate booking suspected for BND; two fills with same timestamp.
BRKdaf366a2,B004137,Corporate action cash dividend missing for IWM; record date 2025-08-13.
BRK792b2146,B004180,"Settlement fail on PG; reason: SSI rejected, requires updated BIC/SWIFT."
BRKf59cb674,B003940,Instrument mapping issue: ISIN/SEDOL mismatch for UBER; refer static data.
BRK9e453e33,B003081,"Settlement fail on BAC; reason: SSI rejected, requires updated BIC/SWIFT."
BRK24e7890c,B004332,Duplicate booking suspected for XOM; two fills with same timestamp.
BRK0a37de07,B003165,Corporate action cash dividend missing for GLD; record date 2025-05-22.
BRK33f68b2e,B003652,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK81fd4ce4,B003014,FX mismatch between custodian and OMS for MRK on 2025-05-11; expected 517 got 495.
BRK108ef8f5,B003012,Price variance over tolerance for GLD; OMS 61.9 vs custodian 62.07.
BRKfccfa8e5,B004248,"Settlement fail on IVV; reason: SSI rejected, requires updated BIC/SWIFT."
BRK490a0ae4,B003773,Instrument mapping issue: ISIN/SEDOL mismatch for ORCL; refer static data.
BRKd29d7659,B003486,Duplicate booking suspected for SHOP; two fills with same timestamp.
BRK4cd9d394,B003149,Price variance over tolerance for IVV; OMS 465.59 vs custodian 443.67.
BRK186fc4d8,B003350,Duplicate booking suspected for MA; two fills with same timestamp.
BRKad27fe9c,B003386,Duplicate booking suspected for EEM; two fills with same timestamp.
BRKb33c9be7,B003602,Instrument mapping issue: ISIN/SEDOL mismatch for TSLA; refer static data.
BRK1e1bee6b,B003224,FX mismatch between custodian and OMS for BP on 2025-08-14; expected 620 got 425.
BRK7ac277f5,B003632,"Settlement fail on DIS; reason: SSI rejected, requires updated BIC/SWIFT."
BRK856753dd,B003469,FX mismatch between custodian and OMS for INTC on 2025-06-09; expected 975 got 878.
BRK6f3a932d,B003062,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK40c2c578,B003288,Corporate action cash dividend missing for JNJ; record date 2025-07-04.
BRKa93798df,B004028,FX mismatch between custodian and OMS for LULU on 2025-05-12; expected 736 got 208.
BRKf6de120b,B003443,"Trade not affirmed by counterparty; venue NYSE, orderId e0e4e9a8, partial fill discrepancy."
BRK7d7382bb,B003903,"Settlement fail on META; reason: SSI rejected, requires updated BIC/SWIFT."
BRK00b3e13f,B004381,Duplicate booking suspected for AMD; two fills with same timestamp.
BRK624b2645,B003144,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK66f20a0f,B003866,"Settlement fail on JNJ; reason: SSI rejected, requires updated BIC/SWIFT."
BRKafe9f0d1,B004241,"Settlement fail on LLY; reason: SSI rejected, requires updated BIC/SWIFT."
BRK5e2c914b,B004095,Corporate action cash dividend missing for ORCL; record date 2025-05-28.
BRKab6da8a8,B004499,Price variance over tolerance for VNQ; OMS 168.51 vs custodian 168.37.
BRK487677e9,B003054,"Trade not affirmed by counterparty; venue NYSE, orderId 626c4baa, partial fill discrepancy."
BRK68332b9d,B003498,Price variance over tolerance for EEM; OMS 159.19 vs custodian 162.6.
BRKf050912b,B004464,FX mismatch between custodian and OMS for NVDA on 2025-03-19; expected 949 got 50.
BRKaaf3ca13,B003138,Price variance over tolerance for ORCL; OMS 175.13 vs custodian 179.78.
BRK7697b16f,B003048,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK66a04906,B003536,Instrument mapping issue: ISIN/SEDOL mismatch for CRM; refer static data.
BRKa987382e,B004091,"Settlement fail on AMD; reason: SSI rejected, requires updated BIC/SWIFT."
BRK788966dc,B003576,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKe8a0a5cb,B003429,FX mismatch between custodian and OMS for IWM on 2025-08-07; expected 296 got 197.
BRK53e0cc63,B004360,"Settlement fail on VZ; reason: SSI rejected, requires updated BIC/SWIFT."
BRKfc4d3bc4,B003625,FX mismatch between custodian and OMS for JPM on 2025-08-13; expected 431 got 374.
BRK71acc815,B003092,Price variance over tolerance for COST; OMS 423.35 vs custodian 431.11.
BRKd8b32c21,B003134,Price variance over tolerance for AAPL; OMS 167.95 vs custodian 170.85.
BRK9d2b020c,B003480,Duplicate booking suspected for DIS; two fills with same timestamp.
BRKf1814308,B004169,FX mismatch between custodian and OMS for KO on 2025-08-05; expected 748 got 488.
BRKc57c6cfc,B004402,"Settlement fail on TLT; reason: SSI rejected, requires updated BIC/SWIFT."
BRKbeb1f6cf,B003866,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK46b31800,B004001,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKf2012fb1,B004005,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKdb4eb397,B003445,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK60766fd0,B003436,"Trade not affirmed by counterparty; venue BATS, orderId af02f433, partial fill discrepancy."
BRK9dddf598,B003457,Corporate action cash dividend missing for IVV; record date 2025-05-15.
BRK5d7d7367,B003975,Price variance over tolerance for XOM; OMS 225.7 vs custodian 225.5.
BRK88a9e393,B003517,Instrument mapping issue: ISIN/SEDOL mismatch for PEP; refer static data.
BRK12ff8c7b,B004321,"Settlement fail on SLV; reason: SSI rejected, requires updated BIC/SWIFT."
BRK6c91e58d,B004137,FX mismatch between custodian and OMS for LIN on 2025-03-17; expected 520 got 989.
BRKcf7a07aa,B004346,FX mismatch between custodian and OMS for INTC on 2025-06-21; expected 263 got 646.
BRK91b204a5,B003712,Duplicate booking suspected for ASML; two fills with same timestamp.
BRKac0f9ec7,B003394,"Trade not affirmed by counterparty; venue LSE, orderId 531c7afb, partial fill discrepancy."
BRK7302a7f1,B003488,Corporate action cash dividend missing for IWM; record date 2025-05-31.
BRK122819db,B003626,"Settlement fail on SPY; reason: SSI rejected, requires updated BIC/SWIFT."
BRKf8230195,B003166,Duplicate booking suspected for TLT; two fills with same timestamp.
BRKb6b38bf9,B003466,Instrument mapping issue: ISIN/SEDOL mismatch for ABNB; refer static data.
BRK3a1ee7e8,B003287,"Trade not affirmed by counterparty; venue NASDAQ, orderId 78cc5e6e, partial fill discrepancy."
BRK1c6a596e,B003939,Price variance over tolerance for UBER; OMS 354.01 vs custodian 348.14.
BRK2b8edcf9,B003735,Duplicate booking suspected for TLT; two fills with same timestamp.
BRK869ea91e,B004379,Price variance over tolerance for PEP; OMS 223.9 vs custodian 222.75.
BRK8b2801dd,B003921,Instrument mapping issue: ISIN/SEDOL mismatch for BND; refer static data.
BRK60345b89,B004076,Corporate action cash dividend missing for SHOP; record date 2025-04-11.
BRKae967a9e,B003216,FX mismatch between custodian and OMS for BND on 2025-08-31; expected 476 got 803.
BRKef37c236,B004390,Price variance over tolerance for IWM; OMS 295.24 vs custodian 288.33.
BRK5600593f,B003635,"Trade not affirmed by counterparty; venue LSE, orderId 5abfbb2f, partial fill discrepancy."
BRK5d8a81c3,B003824,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK2a021a71,B004100,Price variance over tolerance for EFA; OMS 359.72 vs custodian 357.68.
BRK05360f7c,B004421,Instrument mapping issue: ISIN/SEDOL mismatch for KO; refer static data.
BRKf480bd06,B004068,Price variance over tolerance for AVGO; OMS 383.78 vs custodian 388.39.
BRK64f56512,B003258,Price variance over tolerance for VNQ; OMS 169.77 vs custodian 173.26.
BRK88165991,B003121,Instrument mapping issue: ISIN/SEDOL mismatch for EFA; refer static data.
BRKa99c0726,B003032,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK5c9f752e,B003472,Duplicate booking suspected for JNJ; two fills with same timestamp.
BRK0ac16a94,B004419,Price variance over tolerance for PFE; OMS 439.14 vs custodian 431.41.
BRKca8a3ad8,B003949,Price variance over tolerance for JNJ; OMS 322.68 vs custodian 326.26.
BRK0fd7c8ff,B004085,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK1587d6c4,B004230,FX mismatch between custodian and OMS for COST on 2025-03-19; expected 782 got 223.
BRK2108c1b7,B003534,"Trade not affirmed by counterparty; venue EUREX, orderId a600f747, partial fill discrepancy."
BRKcc820991,B004278,Corporate action cash dividend missing for SPY; record date 2025-05-03.
BRKf7b608d4,B003329,FX mismatch between custodian and OMS for PFE on 2025-05-12; expected 299 got 880.
BRK493a64d7,B003248,"Settlement fail on TSLA; reason: SSI rejected, requires updated BIC/SWIFT."
BRK178d039a,B003872,"Settlement fail on VNQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK38b4a575,B003541,Instrument mapping issue: ISIN/SEDOL mismatch for SHEL; refer static data.
BRK84120298,B004044,Corporate action cash dividend missing for LULU; record date 2025-08-08.
BRK84032c78,B003165,FX mismatch between custodian and OMS for LIN on 2025-05-10; expected 32 got 256.
BRK4699939c,B003495,Price variance over tolerance for LIN; OMS 358.05 vs custodian 353.01.
BRK2be2b531,B003725,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKaae9612c,B003430,Duplicate booking suspected for NFLX; two fills with same timestamp.
BRKb99ae7b2,B003420,Duplicate booking suspected for BRK.B; two fills with same timestamp.
BRK3633c131,B003232,Corporate action cash dividend missing for PYPL; record date 2025-09-02.
BRKab7acd45,B004001,Instrument mapping issue: ISIN/SEDOL mismatch for TSLA; refer static data.
BRK1bab6d3a,B003108,Duplicate booking suspected for LULU; two fills with same timestamp.
BRK06725c65,B003154,Price variance over tolerance for TLT; OMS 484.34 vs custodian 480.15.
BRK25dc3d81,B003896,Duplicate booking suspected for QQQ; two fills with same timestamp.
BRKf2cc286f,B003543,Duplicate booking suspected for IWM; two fills with same timestamp.
BRK1e77006e,B003253,"Trade not affirmed by counterparty; venue LSE, orderId 024a1417, partial fill discrepancy."
BRK71b1b97c,B004368,Price variance over tolerance for BND; OMS 251.35 vs custodian 253.73.
BRK5f967454,B003846,"Trade not affirmed by counterparty; venue LSE, orderId c81a7f67, partial fill discrepancy."
BRKc65b26a2,B003644,Duplicate booking suspected for UNH; two fills with same timestamp.
BRK6483aeeb,B003822,Duplicate booking suspected for ABNB; two fills with same timestamp.
BRK8d1af889,B003552,Price variance over tolerance for TXN; OMS 107.71 vs custodian 107.24.
BRKa716e5ed,B003392,Duplicate booking suspected for JPM; two fills with same timestamp.
BRKd2299b9b,B003471,FX mismatch between custodian and OMS for MRK on 2025-06-11; expected 720 got 216.
BRK53712a8d,B004320,FX mismatch between custodian and OMS for MA on 2025-05-01; expected 354 got 33.
BRKe223c9e8,B003647,"Trade not affirmed by counterparty; venue EUREX, orderId 3eaba133, partial fill discrepancy."
BRK0ba1e599,B003433,Price variance over tolerance for ADBE; OMS 164.71 vs custodian 161.83.
BRK0a327af0,B003370,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK453441b4,B003518,Instrument mapping issue: ISIN/SEDOL mismatch for PFE; refer static data.
BRKf9aa8444,B003502,Instrument mapping issue: ISIN/SEDOL mismatch for GOOGL; refer static data.
BRK333aec6a,B003099,Instrument mapping issue: ISIN/SEDOL mismatch for CRM; refer static data.
BRKeb39ef6e,B003277,Instrument mapping issue: ISIN/SEDOL mismatch for NFLX; refer static data.
BRKea8314ad,B003745,"Settlement fail on COST; reason: SSI rejected, requires updated BIC/SWIFT."
BRK6fa3bd44,B003466,Duplicate booking suspected for LULU; two fills with same timestamp.
BRK8334ab18,B004337,FX mismatch between custodian and OMS for COST on 2025-06-03; expected 606 got 108.
BRKc6801ed4,B003248,FX mismatch between custodian and OMS for MSFT on 2025-07-05; expected 489 got 165.
BRK95da1b0a,B003518,"Settlement fail on COST; reason: SSI rejected, requires updated BIC/SWIFT."
BRK5b845a3c,B003189,FX mismatch between custodian and OMS for BND on 2025-05-20; expected 597 got 858.
BRK16ddea80,B003455,Price variance over tolerance for V; OMS 88.19 vs custodian 87.93.
BRKf76aad0f,B004154,Corporate action cash dividend missing for V; record date 2025-05-30.
BRKda268cb3,B004447,"Settlement fail on T; reason: SSI rejected, requires updated BIC/SWIFT."
BRK2a8d0f83,B003116,Duplicate booking suspected for UNH; two fills with same timestamp.
BRKc058089a,B004393,Price variance over tolerance for EFA; OMS 356.86 vs custodian 358.58.
BRK8d13ac44,B004041,Price variance over tolerance for SHEL; OMS 402.77 vs custodian 403.47.
BRK3beb8c8b,B003941,Duplicate booking suspected for UBER; two fills with same timestamp.
BRK226db590,B003875,Price variance over tolerance for NVDA; OMS 337.28 vs custodian 333.44.
BRK9167c1f4,B003688,Duplicate booking suspected for SHEL; two fills with same timestamp.
BRK82e2d8c9,B003934,"Trade not affirmed by counterparty; venue NASDAQ, orderId dd97c2ae, partial fill discrepancy."
BRKf707c7f5,B004486,Price variance over tolerance for TSLA; OMS 445.89 vs custodian 449.74.
BRK3583a823,B003899,"Settlement fail on GLD; reason: SSI rejected, requires updated BIC/SWIFT."
BRK4b932107,B004398,Corporate action cash dividend missing for BAC; record date 2025-09-02.
BRK41dcf985,B003807,Corporate action cash dividend missing for AMAT; record date 2025-03-22.
BRKcdd03f1c,B003945,FX mismatch between custodian and OMS for AVGO on 2025-07-01; expected 794 got 687.
BRK9b0c9d11,B003082,Duplicate booking suspected for BAC; two fills with same timestamp.
BRK175961f6,B003165,Instrument mapping issue: ISIN/SEDOL mismatch for MA; refer static data.
BRKf523c494,B003251,FX mismatch between custodian and OMS for MSFT on 2025-06-11; expected 970 got 144.
BRKf06b502c,B004089,Corporate action cash dividend missing for EEM; record date 2025-04-07.
BRK4f6b782d,B004390,Duplicate booking suspected for VOO; two fills with same timestamp.
BRKbbb96d84,B004470,Instrument mapping issue: ISIN/SEDOL mismatch for JPM; refer static data.
BRKa8f5460a,B003373,"Settlement fail on UNH; reason: SSI rejected, requires updated BIC/SWIFT."
BRK68f050e0,B003444,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKde01624f,B004465,"Settlement fail on AMD; reason: SSI rejected, requires updated BIC/SWIFT."
BRKe51cc71b,B003383,"Trade not affirmed by counterparty; venue NASDAQ, orderId 0df13cb4, partial fill discrepancy."
BRK79241ae2,B003776,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK843fcaab,B003527,Price variance over tolerance for PG; OMS 381.56 vs custodian 377.72.
BRK140f5a8a,B003789,Instrument mapping issue: ISIN/SEDOL mismatch for ASML; refer static data.
BRK02c906b6,B003443,"Trade not affirmed by counterparty; venue LSE, orderId 643bf2f4, partial fill discrepancy."
BRKa70bd26e,B003975,FX mismatch between custodian and OMS for JNJ on 2025-08-11; expected 374 got 190.
BRK60f2d030,B004147,"Settlement fail on SQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK800025c7,B003454,Duplicate booking suspected for MSFT; two fills with same timestamp.
BRKa8992ec6,B003429,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK438d803f,B003215,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK10a2e346,B003175,Duplicate booking suspected for SLV; two fills with same timestamp.
BRKc5b383f2,B004401,Duplicate booking suspected for EFA; two fills with same timestamp.
BRK2562d677,B004076,FX mismatch between custodian and OMS for V on 2025-05-26; expected 10 got 627.
BRKc5acb395,B003966,FX mismatch between custodian and OMS for V on 2025-07-26; expected 584 got 675.
BRKffe261fc,B003174,"Trade not affirmed by counterparty; venue LSE, orderId c971bd96, partial fill discrepancy."
BRKaccb35ee,B003711,Duplicate booking suspected for HD; two fills with same timestamp.
BRK5402a3c0,B003269,"Trade not affirmed by counterparty; venue BATS, orderId e5ea3ec1, partial fill discrepancy."
BRK823de788,B004277,Duplicate booking suspected for ABNB; two fills with same timestamp.
BRK573c0627,B003912,FX mismatch between custodian and OMS for LULU on 2025-04-03; expected 212 got 176.
BRK5e12a50c,B003028,FX mismatch between custodian and OMS for MRK on 2025-04-20; expected 823 got 449.
BRK3e1ff9ea,B004239,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKfc5c3d2c,B003572,FX mismatch between custodian and OMS for BRK.B on 2025-07-14; expected 58 got 459.
BRK414e93bf,B004280,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK528657a8,B004434,Duplicate booking suspected for LULU; two fills with same timestamp.
BRKd938b151,B003692,Duplicate booking suspected for AAPL; two fills with same timestamp.
BRKe3e2b64e,B003621,Price variance over tolerance for DIS; OMS 117.88 vs custodian 119.05.
BRK43e8b460,B003360,Instrument mapping issue: ISIN/SEDOL mismatch for LIN; refer static data.
BRKcdd3dd94,B004386,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKe417d427,B003694,"Trade not affirmed by counterparty; venue NASDAQ, orderId c9a3fd88, partial fill discrepancy."
BRKdc7429e2,B003080,Price variance over tolerance for KO; OMS 182.4 vs custodian 181.54.
BRK3f259773,B003094,Price variance over tolerance for TLT; OMS 493.87 vs custodian 482.18.
BRK5132bcb5,B003217,Price variance over tolerance for VZ; OMS 55.76 vs custodian 56.96.
BRKf2bd17d7,B004238,Price variance over tolerance for AMAT; OMS 481.45 vs custodian 475.62.
BRK9a23d510,B003919,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK32d996e3,B004376,Instrument mapping issue: ISIN/SEDOL mismatch for ASML; refer static data.
BRK171d32ce,B004091,Price variance over tolerance for PEP; OMS 225.77 vs custodian 223.65.
BRK0cc5c624,B003111,Instrument mapping issue: ISIN/SEDOL mismatch for INTC; refer static data.
BRK69cff4c9,B003878,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK2c228476,B003921,Duplicate booking suspected for SHOP; two fills with same timestamp.
BRK637f8913,B003107,Price variance over tolerance for META; OMS 149.43 vs custodian 147.3.
BRKf87ac9c5,B003883,Duplicate booking suspected for SLV; two fills with same timestamp.
BRKd41beef9,B004068,"Settlement fail on V; reason: SSI rejected, requires updated BIC/SWIFT."
BRK1cf8ef2c,B003029,FX mismatch between custodian and OMS for BAC on 2025-05-19; expected 309 got 45.
BRKce7b7fb9,B004286,Instrument mapping issue: ISIN/SEDOL mismatch for PYPL; refer static data.
BRK121428f0,B003915,Corporate action cash dividend missing for ADBE; record date 2025-05-31.
BRK1913e63e,B003285,"Settlement fail on BND; reason: SSI rejected, requires updated BIC/SWIFT."
BRKb180ec09,B003961,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKec54380f,B003797,Corporate action cash dividend missing for LIN; record date 2025-05-08.
BRK9e3a3dfd,B003009,Duplicate booking suspected for MSFT; two fills with same timestamp.
BRKfb1a29d7,B004179,"Trade not affirmed by counterparty; venue NASDAQ, orderId 5e4a6d01, partial fill discrepancy."
BRK65c2a711,B004445,Duplicate booking suspected for KO; two fills with same timestamp.
BRK15582dfb,B003040,FX mismatch between custodian and OMS for AAPL on 2025-04-13; expected 906 got 898.
BRK9d92f3f5,B004005,"Settlement fail on COST; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9a86612b,B003094,FX mismatch between custodian and OMS for EFA on 2025-07-18; expected 217 got 928.
BRK988d63a1,B003149,Instrument mapping issue: ISIN/SEDOL mismatch for MRK; refer static data.
BRK156aceb4,B003256,Duplicate booking suspected for PYPL; two fills with same timestamp.
BRKeacfc4fa,B003546,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKd7063351,B003056,FX mismatch between custodian and OMS for SLV on 2025-05-04; expected 446 got 50.
BRK67d400c6,B004021,"Trade not affirmed by counterparty; venue NASDAQ, orderId 7df4fce3, partial fill discrepancy."
BRKe001822f,B003506,FX mismatch between custodian and OMS for AMAT on 2025-05-18; expected 62 got 807.
BRK9ba93c31,B004210,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKa11990fb,B003403,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKe61c1cb9,B003488,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK5b225ab0,B003732,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKcca43690,B003665,Instrument mapping issue: ISIN/SEDOL mismatch for WMT; refer static data.
BRK9fbc3f40,B003305,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK4282c6f6,B003348,Duplicate booking suspected for VZ; two fills with same timestamp.
BRK4570cdcc,B003513,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK0c92700e,B004451,Corporate action cash dividend missing for WMT; record date 2025-03-17.
BRKdebb8024,B003279,Corporate action cash dividend missing for UNH; record date 2025-07-14.
BRK7c986728,B003048,"Trade not affirmed by counterparty; venue NASDAQ, orderId 325df22c, partial fill discrepancy."
BRK051053cf,B004355,Price variance over tolerance for EFA; OMS 355.92 vs custodian 361.18.
BRK911330ab,B003529,Instrument mapping issue: ISIN/SEDOL mismatch for SHEL; refer static data.
BRK19cbee04,B003145,Price variance over tolerance for ADBE; OMS 164.69 vs custodian 163.99.
BRKb16b9750,B004331,Instrument mapping issue: ISIN/SEDOL mismatch for EFA; refer static data.
BRKad007c97,B003855,"Settlement fail on UBER; reason: SSI rejected, requires updated BIC/SWIFT."
BRK6bd272b7,B003823,Duplicate booking suspected for TLT; two fills with same timestamp.
BRKf59f14a2,B004006,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK30d3e0d9,B003762,Instrument mapping issue: ISIN/SEDOL mismatch for MRK; refer static data.
BRK42b18d5c,B003984,Duplicate booking suspected for INTC; two fills with same timestamp.
BRK2e17d5f9,B004374,Corporate action cash dividend missing for SLV; record date 2025-06-13.
BRK94297e46,B003674,Corporate action cash dividend missing for ASML; record date 2025-06-18.
BRK233771dd,B003127,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK269a37ef,B004143,Corporate action cash dividend missing for ORCL; record date 2025-05-07.
BRK0a250089,B003564,FX mismatch between custodian and OMS for V on 2025-07-28; expected 451 got 83.
BRK5406610c,B003740,Instrument mapping issue: ISIN/SEDOL mismatch for EFA; refer static data.
BRKae703809,B004218,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKc6baf397,B004321,Price variance over tolerance for ABNB; OMS 72.07 vs custodian 73.25.
BRK2e898ecd,B003980,Instrument mapping issue: ISIN/SEDOL mismatch for JPM; refer static data.
BRKfc51d665,B003414,"Settlement fail on PYPL; reason: SSI rejected, requires updated BIC/SWIFT."
BRKd6a5bdb4,B003526,"Settlement fail on JNJ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9a458d57,B004160,"Settlement fail on MRK; reason: SSI rejected, requires updated BIC/SWIFT."
BRKb7f20411,B003222,Price variance over tolerance for BP; OMS 165.93 vs custodian 160.09.
BRK06706f6b,B003724,Duplicate booking suspected for WMT; two fills with same timestamp.
BRK2ea079a8,B003654,Price variance over tolerance for ADBE; OMS 169.12 vs custodian 162.59.
BRK7e8d1df8,B003804,"Trade not affirmed by counterparty; venue EUREX, orderId 20e79219, partial fill discrepancy."
BRK25bceaff,B004246,Duplicate booking suspected for NKE; two fills with same timestamp.
BRKc178fe1f,B003432,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK94b508d0,B003409,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKc16951a0,B004344,Duplicate booking suspected for JNJ; two fills with same timestamp.
BRKa748fc57,B004264,"Settlement fail on CRM; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9ffa74a1,B004458,Duplicate booking suspected for COST; two fills with same timestamp.
BRK6cbfdffd,B003895,"Trade not affirmed by counterparty; venue BATS, orderId f874e60a, partial fill discrepancy."
BRKf64337e0,B003288,Instrument mapping issue: ISIN/SEDOL mismatch for PEP; refer static data.
BRK9be1defb,B004228,"Trade not affirmed by counterparty; venue EUREX, orderId 44c5ce2e, partial fill discrepancy."
BRK30441678,B003264,Price variance over tolerance for WMT; OMS 232.04 vs custodian 228.69.
BRK3d6ab443,B004441,"Settlement fail on MA; reason: SSI rejected, requires updated BIC/SWIFT."
BRKfaf4452a,B003581,Duplicate booking suspected for JPM; two fills with same timestamp.
BRKb1f01bd3,B004208,Instrument mapping issue: ISIN/SEDOL mismatch for NKE; refer static data.
BRK81061158,B003099,Corporate action cash dividend missing for NVDA; record date 2025-09-07.
BRK045d8855,B003157,Duplicate booking suspected for SPY; two fills with same timestamp.
BRKa82473ca,B003018,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK06237eab,B003254,"Trade not affirmed by counterparty; venue LSE, orderId 2484c084, partial fill discrepancy."
BRK6851a072,B003720,Corporate action cash dividend missing for GLD; record date 2025-06-03.
BRK6cc631ee,B003854,Corporate action cash dividend missing for EFA; record date 2025-07-24.
BRKfe860ecd,B003689,"Settlement fail on CRM; reason: SSI rejected, requires updated BIC/SWIFT."
BRK1ef80693,B004232,Duplicate booking suspected for UNH; two fills with same timestamp.
BRK4a798773,B003589,Instrument mapping issue: ISIN/SEDOL mismatch for PG; refer static data.
BRKc3399feb,B004379,Price variance over tolerance for SHOP; OMS 29.96 vs custodian 29.7.
BRKa8510e48,B004317,Duplicate booking suspected for VZ; two fills with same timestamp.
BRK41cd6c2a,B004079,"Trade not affirmed by counterparty; venue NASDAQ, orderId 1372361a, partial fill discrepancy."
BRK28c12e52,B003125,Price variance over tolerance for V; OMS 88.21 vs custodian 88.41.
BRKf3d156e5,B003100,Duplicate booking suspected for VZ; two fills with same timestamp.
BRK7bbee9e3,B003434,Corporate action cash dividend missing for SLV; record date 2025-07-07.
BRK123f04ad,B004310,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK3a4cc7dc,B003552,"Settlement fail on AAPL; reason: SSI rejected, requires updated BIC/SWIFT."
BRK170dc055,B003024,"Trade not affirmed by counterparty; venue NASDAQ, orderId 3af0edd8, partial fill discrepancy."
BRK4bd04d9a,B003482,"Settlement fail on TLT; reason: SSI rejected, requires updated BIC/SWIFT."
BRKa75b7eab,B004001,"Settlement fail on T; reason: SSI rejected, requires updated BIC/SWIFT."
BRKc368f62e,B003702,Instrument mapping issue: ISIN/SEDOL mismatch for WMT; refer static data.
BRK38e40235,B003908,"Settlement fail on CSCO; reason: SSI rejected, requires updated BIC/SWIFT."
BRK6ddf7038,B004141,Price variance over tolerance for SHEL; OMS 401.78 vs custodian 407.97.
BRK566e6901,B003368,Instrument mapping issue: ISIN/SEDOL mismatch for BP; refer static data.
BRKd6e47c88,B004399,"Settlement fail on JNJ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK7097f413,B003261,Corporate action cash dividend missing for SPY; record date 2025-07-02.
BRKe10c9010,B003284,FX mismatch between custodian and OMS for META on 2025-06-12; expected 966 got 662.
BRK1cd5f6b3,B003425,"Settlement fail on ASML; reason: SSI rejected, requires updated BIC/SWIFT."
